"corpus","ukwac"
"subcorpus","-"
"concordance size","23504"
"query","Query:[lc=""used"" | lemma_lc=""used""][lc=""by"" | lemma_lc=""by""];Positive filter (excluding KWIC):1 1 1 [tag=""Nc.*""];GDEX:100 "
"lse.ac.uk","displays"," used by","  pilots  to lock"
"lse.ac.uk","displays "" -"," used by","  pilots  to lock"
"moviemail-online.co.uk","bamboo pole is"," used by","  everyone  ,"
"rhs.org.uk","commonly"," used by","  bomb  disposal"
"ff1600.co.uk","photographs"," used by","  people  on"
"mygen.co.uk","platform,"," used by","  scientists"
"eprints.ecs.soton.ac.uk","which can be"," used by","  anyone"
"dca.gov.uk","pathway"," used by","  strain  and"
"hm-treasury.gov.uk","common method"," used by","  fraudsters  ."
"history.ac.uk","very commonly"," used by","  web  site"
"users.ox.ac.uk","is still"," used by","  farmers"
"users.ox.ac.uk","are regularly"," used by","  hunt"
"number-10.gov.uk","email lists"," used by","  societies  etc"
"jr2.ox.ac.uk","had first been"," used by",""
"burnyourbonus.co.uk","it is mainly"," used by","  pedestrians"
"hmrc.gov.uk","that can be"," used by","  teachers  ,"
"futurelab.org.uk",": Strategies"," used by","  11-year-olds"
"futurelab.org.uk",": Strategies"," used by","  11-year-olds"
"cain.ulst.ac.uk","). It is"," used by","  hospital"
"incore.ulst.ac.uk","SPSS have been"," used by","  analysts  to"
"jncc.gov.uk","steroids"," used by","  athletes  . How"
"somewhere.org.uk",""" Mavis Grind """," used by","  Vikings  as a"
"stalbans.gov.uk","well"," used by","  students  ?"
"personalfinance.iii.co.uk","of drugs"," used by","  prisoners  and"
"otherlandtoys.co.uk","if the card is"," used by","  someone  else."
"bfi.org.uk:8080","and complexes"," used by","  regime"
"vts.rdn.ac.uk","should be"," used by","  teachers  in"
"cpgb.org.uk","mistakenly"," used by","  politicians"
"number-10.gov.uk","also heavily"," used by","  students  from"
"ciao.co.uk","tolerances"," used by","  off-line  test"
"projects.ex.ac.uk","","used by","  people  with MS"
"users.ox.ac.uk","as strategies"," used by","  teachers  in"
"defra.gov.uk","criteria"," used by","  employers  to"
"headheritage.co.uk","Hall is well"," used by","  students  and"
"patent.gov.uk","India Baby."," Used by","  soldiers  in"
"tandf.co.uk","habitat being"," used by","  S01  . The"
"patent.gov.uk","SR-16 has been"," used by","  everyone  from"
"guardian.co.uk","XDR encoding"," used by","  default  as PVM"
"casi.org.uk","charac- ter. (","Used by","  shl  only. )"
"manchesteronline.co.uk","escape routes"," used by","  slaves  , and"
"city.ac.uk","and twigs, are"," used by","  cooks  to"
"eduserv.org.uk","solution"," used by","  web  site"
"cgi.ebay.co.uk","same rules as"," used by","  arithmetic"
"qub.ac.uk","where the till"," used by","  staff  for"
"netlawman.co.uk","is a phrase"," used by","  politicians"
"burnyourbonus.co.uk","way, cut water"," used by","  two-thirds  ."
"thegoodwebguide.co.uk","frequently"," used by","  terrorists  as"
"clieuk.co.uk","which can be"," used by","  individuals"
"foe.co.uk","fore cabin was"," used by","  staff  and"
"opsi.gov.uk","and routinely"," used by","  families  with"
"city.ac.uk","mosque is"," used by","  worshippers"
"birdtours.co.uk","and rights"," used by","  defence"
"tandf.co.uk","now become"," used by","  crack  cocaine"
"physiol.ox.ac.uk","hedonism are"," used by","  capitalism  as"
"burnyourbonus.co.uk",") function,"," used by","  lsof  or any"
"eng.warwick.ac.uk","search terms"," used by","  users  , to"
"skuds.co.uk","cannot be"," used by","  anyone  else."
"bized.ac.uk","and practices"," used by",""
"andrewduffmep.org.uk","them being"," used by","  money"
"forum.anothersite.co.uk","desire to be"," used by","  something"
"soulwalking.co.uk","can even be"," used by","  adults  at the"
"admin.cam.ac.uk","to the eye are"," used by","  navigators  ."
"history.ac.uk","and cannot be"," used by","  anybody  else."
"nwda.co.uk","months. It was"," used by","  Romans  during"
"nwda.co.uk","were once"," used by","  chimney"
"paulflynnmp.co.uk",". They are well"," used by","  locals"
"paulflynnmp.co.uk","the next route"," used by","  traffic"
"burnyourbonus.co.uk","then able to be"," used by","  someone  who"
"number-10.gov.uk","no doubt be"," used by","  others"
"tandf.co.uk","which can be"," used by","  schools  and"
"classic-literature.co.uk","as those"," used by","  strftime(  );"
"jr2.ox.ac.uk","are"," used by","  scientists"
"brad.ac.uk",". They can be"," used by","  beginners  for"
"sundaymail.co.uk","cards as"," used by","  today  ''s"
"irr.org.uk","of punishment"," used by","  whites"
"irr.org.uk","that can be"," used by","  teachers  ,"
"number-10.gov.uk","must not be"," used by","  companies  to"
"lse.ac.uk","to be"," used by","  aviation"
"arts.guardian.co.uk","medicine"," used by","  millions  for"
"chester.ac.uk",", and can be"," used by","  endurance"
"personalfinance.iii.co.uk","TeX or LaTeX,"," used by",""
"nottingham.ac.uk","this phrase"," used by","  observers"
"penguinclassics.co.uk","methods being"," used by","  government"
"thestage.co.uk","test"," used by","  courts  to"
"undiscoveredscotland.co.uk","might be"," used by","  liability"
"bized.ac.uk","infrequently"," used by","  ferries  ),"
"rhs.org.uk","size limits"," used by","  repr(  ) and the"
"computerarts.co.uk","route"," used by","  shepherds  . """
"cnetwork.co.uk","graphics are"," used by","  USGS  with"
"headheritage.co.uk","routines"," used by","  res_query(  )."
"headheritage.co.uk","This option is"," used by",""
"bl.uk","","used by","  researchers"
"jr2.ox.ac.uk",". It has been"," used by","  thousands  of"
"inminds.co.uk","2183) is often"," used by","  web"
"sitcom.co.uk","86. Methods"," used by","  community"
"news.bbc.co.uk","mechanisms"," used by","  search"
"kwintessential.co.uk","are"," used by","  thousands  ..."
"cabe.org.uk","the routes"," used by","  saboteurs  are"
"cabe.org.uk","If a terrier is"," used by","  permission  of"
"leeds.gov.uk",", Hyde is"," used by","  people  of many"
"leeds.gov.uk",". Hyde has been"," used by","  nationalists"
"leeds.gov.uk",". He has been"," used by","  advocates  of"
"british-history.ac.uk","global medium"," used by","  hundreds  of"
"news.zdnet.co.uk","methods"," used by","  mapmakers  to"
"news.zdnet.co.uk","and practices"," used by",""
"taxfreegold.co.uk","to the eye are"," used by","  navigators  ."
"riversidestudios.co.uk","skills"," used by","  managers"
"dailymail.co.uk","","used by","  students  ,"
"paulflynnmp.co.uk","that can be"," used by","  agencies  to"
"dumgal.gov.uk","frequently"," used by","  supporters  of"
"brookes.ac.uk","judgments are"," used by","  way  of"
"phpfreenews.co.uk","designed to be"," used by","  children  ,"
"bnp.org.uk","has been"," used by","  teachers  and"
"patp3.webbler.co.uk","trusts"," used by","  borough"
"defra.gov.uk","spectrum are"," used by","  astronomers"
"mtv.co.uk","that was"," used by","  hackers  in the"
"mtv.co.uk","being"," used by","  attackers  . At"
"foe.co.uk","and can be"," used by","  schools"
"newswales.co.uk","","used by","  children  who"
"robert-louis-stevenson.classic-literature.co.uk","was mostly"," used by","  visitors  to"
"penguinclassics.co.uk","charac- ter. (","Used by","  shl  only. )"
"history.ac.uk","strategies"," used by","  competitors"
"ysbl.york.ac.uk","which could be"," used by","  registration"
"bupa.co.uk","Designed to be"," used by","  parishes  and"
"number-10.gov.uk","bugles were"," used by","  fishermen  ,"
"number-10.gov.uk","an instrument"," used by","  minstrels  and"
"acegamez.co.uk",". Can be"," used by","  anyone  The"
"acegamez.co.uk","that it can be"," used by","  anyone  on a"
"photo-i.co.uk","pathways are"," used by","  students  for"
"manchester.gov.uk","that might be"," used by","  hundreds  of"
"sfc.ac.uk","of byways"," used by","  motorists  ,"
"mailman.ic.ac.uk","needs. It is"," used by","  fortune  100"
"hants.gov.uk","being"," used by","  institutions"
"jr2.ox.ac.uk","that can be"," used by","  policy  makers"
"journalonline.co.uk","corpus can be"," used by","  researchers  ."
"spartacus.schoolnet.co.uk","could be"," used by","  terrorists"
"clieuk.co.uk","technology"," used by","  recording"
"sanger.ac.uk","is already"," used by","  travellers"
"kwintessential.co.uk","attributions"," used by","  teachers"
"moviemail-online.co.uk","currently"," used by","  retailers  ."
"undiscoveredscotland.co.uk","most commonly"," used by","  respondents"
"socialistunitynetwork.co.uk","","used by",""
